Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd)
Paraguay,Extraction,71697568000.0,ounce,Minerals and mining,0.11,1,2023-05-27
Liberia,Extraction,57292160000.0,ounce,Minerals and mining,0.01,2,2023-05-17
Cocos (Keeling) Islands (the),Extraction,43792000000.0,gram,Forestry,0.32,7,2023-05-28
Réunion,Extraction,43644000000.0,gram,Forestry,0.02,3,2023-05-11
Burkina Faso,Extraction,36630304000.0,ounce,Minerals and mining,0.08,4,2023-05-12
Comoros (the),Extraction,29538000000.0,gram,Forestry,0.02,7,2023-05-17
Senegal,Extraction,27241000000.0,gram,Forestry,0.01,5,2023-05-21
Ghana,Extraction,24672864000.0,ounce,Minerals and mining,0.22,4,2023-05-03
Congo (the),Extraction,21572480000.0,ounce,Minerals and mining,0.03,1,2023-05-02
South Georgia and the South Sandwich Islands,Extraction,20144704000.0,ounce,Minerals and mining,0.21,1,2023-05-14
Denmark,Extraction,16949098057.35,british_thermal_unit,Energy,0.24,3,2023-05-04
Qatar,Extraction,15599840000.0,ounce,Minerals and mining,0.19,13,2023-05-23
Philippines (the),Extraction,14556112282.19,british_thermal_unit,Energy,0.02,13,2023-05-25
Réunion,Extraction,14172829878.22,british_thermal_unit,Energy,0.05,2,2023-05-10
Moldova (the Republic of),Extraction,13785507499.13,british_thermal_unit,Energy,0.03,3,2023-05-06
Montserrat,Extraction,12392160000.0,ounce,Minerals and mining,0.11,6,2023-05-29
Solomon Islands,Extraction,10504194658.86,british_thermal_unit,Energy,0.04,1,2023-05-04
Mayotte,Extraction,9787256031.91,british_thermal_unit,Energy,0.06,2,2023-05-09
Portugal,Extraction,9393573421.7,british_thermal_unit,Energy,0.04,2,2023-05-15
Micronesia (Federated States of),Extraction,9325337422.85,british_thermal_unit,Energy,0.02,3,2023-05-07
Guinea-Bissau,Extraction,9131476623.04,british_thermal_unit,Energy,0.07,3,2023-05-24
Brazil,Extraction,8872184604.42,british_thermal_unit,Energy,0.13,4,2023-05-24
Ecuador,Extraction,8374496000.0,ounce,Minerals and mining,0.07,1,2023-05-15
Austria,Extraction,8267003836.76,british_thermal_unit,Energy,0.1400000000000001,5,2023-05-29
Mali,Extraction,6784832000.0,ounce,Minerals and mining,0.0899999999999999,12,2023-05-25
Liechtenstein,Extraction,6416051486.93,ounce,Forestry,0.08,1,2023-05-23
San Marino,Extraction,6263000000.0,gram,Forestry,0.21,0,2023-05-05
Republic of North Macedonia,Extraction,6247829962.4,ounce,Forestry,0.15,3,2023-05-19
South Georgia and the South Sandwich Islands,Extraction,6148639581.39,ounce,Forestry,0.23,13,2023-05-22
Martinique,Extraction,5682617415.57,british_thermal_unit,Energy,0.01,3,2023-05-15
Kenya,Extraction,5436874000.0,pound,Minerals and mining,0.06,2,2023-05-03
Paraguay,Extraction,5402560012.2,ounce,Forestry,0.03,4,2023-05-10
Mozambique,Extraction,5370566528.71,ounce,Forestry,0.1,1,2023-05-12
Serbia,Extraction,5254782000.0,pound,Minerals and mining,0.05,4,2023-05-05
Bermuda,Extraction,5219876163.26,ounce,Forestry,0.1,7,2023-05-18
Angola,Extraction,4971302000.0,pound,Minerals and mining,0.07,0,2023-05-11
Guinea,Extraction,4362044000.0,pound,Minerals and mining,0.42,12,2023-05-16
South Sudan,Extraction,3995531990.72,british_thermal_unit,Energy,0.02,9,2023-05-28
Falkland Islands (the) [Malvinas],Extraction,3829270761.32,ounce,Forestry,0.13,7,2023-05-20
Nauru,Extraction,3146632000.0,pound,Minerals and mining,1.0,4,2023-05-13
Romania,Extraction,2884934638.54,british_thermal_unit,Energy,0.09,13,2023-05-20
Uzbekistan,Extraction,2843504420.62,british_thermal_unit,Energy,0.01,4,2023-05-12
Panama,Extraction,2644279734.91,british_thermal_unit,Energy,0.03,4,2023-05-14
American Samoa,Extraction,2499941688.6,kilogram,Minerals and mining,0.01,3,2023-05-29
Puerto Rico,Extraction,2473583961.42,british_thermal_unit,Energy,0.02,6,2023-05-17
Fiji,Extraction,2435937083.64,kilogram,Minerals and mining,0.09,2,2023-05-05
Western Sahara,Extraction,2376188082.3,kilogram,Minerals and mining,0.15,4,2023-05-06
Comoros (the),Extraction,2269187456.58,kilogram,Minerals and mining,0.06,11,2023-05-24
Christmas Island,Extraction,2128220682.12,british_thermal_unit,Energy,0.02,10,2023-05-23
Sri Lanka,Extraction,2027547914.87,kilogram,Minerals and mining,0.1,0,2023-05-10
Chile,Extraction,1981259762.51,british_thermal_unit,Energy,0.14,3,2023-05-12
Bolivia (Plurinational State of),Extraction,1749150154.67,kilogram,Minerals and mining,0.01,0,2023-05-13
Virgin Islands (U.S.),Extraction,1518607543.11,british_thermal_unit,Energy,0.04,0,2023-05-07
Micronesia (Federated States of),Extraction,1502971060.52,kilogram,Minerals and mining,0.02,12,2023-05-16
Vanuatu,Extraction,1491624900.97,kilogram,Minerals and mining,0.04,4,2023-05-05
Romania,Extraction,1461752983.19,ounce,Forestry,0.01,8,2023-05-28
Wallis and Futuna,Extraction,1435509155.5,ounce,Forestry,0.26,1,2023-05-15
Morocco,Extraction,1393094000.0,pound,Minerals and mining,0.08,0,2023-05-11
Poland,Extraction,1299172915.86,kilogram,Minerals and mining,0.04,11,2023-05-23
Viet Nam,Extraction,1271767424.13,ounce,Forestry,0.1,7,2023-05-27
Malawi,Extraction,1102632249.12,kilogram,Minerals and mining,0.4,1,2023-05-16
Albania,Extraction,667861240.93,kilogram,Minerals and mining,0.13,4,2023-05-02
Benin,Extraction,648314000.0,pound,Minerals and mining,0.08,9,2023-05-18
Rwanda,Extraction,454812533.48,kilogram,Minerals and mining,0.08,3,2023-05-04
Bulgaria,Extraction,338887975.56,pound,Forestry,0.08,2,2023-05-10
Curaçao,Extraction,316239887.37,pound,Forestry,0.09,1,2023-05-08
Italy,Extraction,309052817.62,pound,Forestry,0.1,7,2023-05-16
Palestine State of,Extraction,283166138.8,pound,Forestry,0.1,9,2023-05-29
Western Sahara,Extraction,235010566.87,pound,Forestry,0.03,9,2023-05-20
Sri Lanka,Extraction,218647857.77,pound,Forestry,0.11,3,2023-05-28
Mauritania,Extraction,216776329.55,kilogram,Minerals and mining,0.06,0,2023-05-25
Bahamas (the),Extraction,213738163.19,pound,Forestry,0.77,11,2023-05-16
Azerbaijan,Extraction,192068927.44,pound,Forestry,0.12,9,2023-05-21
Mauritania,Extraction,184903903.92,pound,Forestry,0.1,4,2023-05-03
Germany,Extraction,183408000.0,pound,Minerals and mining,0.03,4,2023-05-04
Azerbaijan,Extraction,178662777.07,kilogram,Minerals and mining,0.07,1,2023-05-18
Isle of Man,Extraction,178168781.81,pound,Forestry,0.01,4,2023-05-20
Spain,Extraction,169383184.36,kilogram,Minerals and mining,0.4,3,2023-05-12
Guyana,Extraction,146076701.2,kilogram,Minerals and mining,0.14,3,2023-05-28
Lao People's Democratic Republic (the),Extraction,145939000.0,kilogram,Forestry,0.01,0,2023-05-11
Tajikistan,Extraction,129093882.24,pound,Forestry,0.11,4,2023-05-29
United States Minor Outlying Islands (the),Extraction,120414259.28,kilogram,Minerals and mining,0.16,1,2023-05-03
Germany,Extraction,105364000.0,kilogram,Forestry,0.17,3,2023-05-25
Virgin Islands (U.S.),Extraction,94595000.0,kilogram,Forestry,0.06,3,2023-05-16
Brazil,Extraction,90527000.0,kilogram,Forestry,0.4,4,2023-05-08
Egypt,Extraction,75565000.0,kilogram,Forestry,0.11,0,2023-05-08
Sint Maarten (Dutch part),Extraction,36293000.0,kilogram,Forestry,0.03,5,2023-05-23
Bangladesh,Extraction,26324000.0,kilogram,Forestry,0.1,9,2023-05-27
Turkey,Extraction,22289000.0,kilogram,Forestry,0.33,3,2023-05-04
Sao Tome and Principe,Extraction,4908258.0,kilowatt_hour,Energy,0.09,7,2023-05-18
Bouvet Island,Extraction,4654505.0,kilowatt_hour,Energy,0.06,3,2023-05-23
Vanuatu,Extraction,4605406.0,kilowatt_hour,Energy,0.02,0,2023-05-17
Morocco,Extraction,4451067.0,kilowatt_hour,Energy,0.08,13,2023-05-26
Mexico,Extraction,4191786.0,kilowatt_hour,Energy,0.08,3,2023-05-12
Congo (the),Extraction,4132768.0,kilowatt_hour,Energy,0.07,2,2023-05-06
Virgin Islands (British),Extraction,4066359.0,kilowatt_hour,Energy,0.13,7,2023-05-16
French Polynesia,Extraction,3384417.0,kilowatt_hour,Energy,0.15,4,2023-05-04
Bolivia (Plurinational State of),Extraction,3048153.0,kilowatt_hour,Energy,0.11,13,2023-05-17
Guatemala,Extraction,2815894.0,ton,Minerals and mining,0.13,10,2023-05-21
Saint Helena Ascension and Tristan da Cunha,Extraction,2792345.0,ton,Minerals and mining,0.02,1,2023-05-04
Sint Maarten (Dutch part),Extraction,2689257.0,kilowatt_hour,Energy,0.09,3,2023-05-28
Burkina Faso,Extraction,2618570.0,kilowatt_hour,Energy,0.01,10,2023-05-18
Romania,Extraction,2512739.0,ton,Minerals and mining,0.03,2,2023-05-07
Sudan (the),Extraction,2426050.0,ton,Minerals and mining,0.05,1,2023-05-06
British Indian Ocean Territory (the),Extraction,2420845.0,ton,Minerals and mining,0.07,9,2023-05-17
Lebanon,Extraction,2338823.0,ton,Minerals and mining,0.09,7,2023-05-20
Jersey,Extraction,2333313.62,metric_ton,Minerals and mining,0.15,2,2023-05-03
South Sudan,Extraction,2308278.05,metric_ton,Minerals and mining,0.07,2,2023-05-04
United States of America (the),Extraction,2284253.98,metric_ton,Minerals and mining,0.04,1,2023-05-05
United Arab Emirates (the),Extraction,2220418.0,ton,Minerals and mining,0.27,0,2023-05-06
Belarus,Extraction,2167417.0,ton,Minerals and mining,0.15,1,2023-05-20
Bangladesh,Extraction,2125188.0,ton,Minerals and mining,0.11,0,2023-05-18
Sweden,Extraction,2001418.27,metric_ton,Minerals and mining,0.13,12,2023-05-24
San Marino,Extraction,1931122.0,ton,Minerals and mining,0.04,7,2023-05-18
Colombia,Extraction,1924214.0,ton,Minerals and mining,0.07,11,2023-05-27
San Marino,Extraction,1898726.0,kilowatt_hour,Energy,0.13,0,2023-05-14
Russian Federation (the),Extraction,1883089.0,kilowatt_hour,Energy,0.18,2,2023-05-09
Martinique,Extraction,1835705.0,ton,Minerals and mining,0.07,0,2023-05-25
Suriname,Extraction,1802048.1,metric_ton,Minerals and mining,0.02,2,2023-05-18
Sint Maarten (Dutch part),Extraction,1724486.52,metric_ton,Minerals and mining,0.03,12,2023-05-16
Barbados,Extraction,1640726.0,ton,Minerals and mining,0.19,0,2023-05-14
Latvia,Extraction,1625524.46,metric_ton,Minerals and mining,0.02,4,2023-05-21
Guam,Extraction,1601899.0,ton,Minerals and mining,0.05,2,2023-05-21
Samoa,Extraction,1585632.0,kilowatt_hour,Energy,0.0199999999999999,13,2023-05-24
Sri Lanka,Extraction,1577287.0,kilowatt_hour,Energy,0.07,0,2023-05-25
Colombia,Extraction,1550817.0,kilowatt_hour,Energy,0.05,10,2023-05-21
Taiwan (Province of China),Extraction,1511100.0,ton,Minerals and mining,0.04,12,2023-05-20
Chile,Extraction,1464715.99,metric_ton,Minerals and mining,0.2,4,2023-05-14
Belgium,Extraction,1327090.0,kilowatt_hour,Energy,0.17,11,2023-05-21
Hong Kong,Extraction,1132045.0,kilowatt_hour,Energy,0.25,1,2023-05-09
Cuba,Extraction,1129108.0,ton,Minerals and mining,0.06,0,2023-05-12
Gambia (the),Extraction,1053705.0,ton,Minerals and mining,0.06,7,2023-05-21
Philippines (the),Extraction,1033031.0,ton,Minerals and mining,0.04,2,2023-05-03
Puerto Rico,Extraction,920374.0,ton,Minerals and mining,0.02,13,2023-05-23
Uruguay,Extraction,888476.78,metric_ton,Minerals and mining,0.03,3,2023-05-04
Finland,Extraction,853651.0,kilowatt_hour,Energy,0.17,1,2023-05-11
Austria,Extraction,825531.76,metric_ton,Minerals and mining,0.12,0,2023-05-03
Liechtenstein,Extraction,746017.0,kilowatt_hour,Energy,0.13,3,2023-05-09
Argentina,Extraction,731745.0,ton,Minerals and mining,0.08,5,2023-05-23
Palau,Extraction,640074.0,kilowatt_hour,Energy,0.13,4,2023-05-25
Zambia,Extraction,612425.0,kilowatt_hour,Energy,0.23,1,2023-05-09
Tanzania United Republic of,Extraction,197917.79,ton,Forestry,0.1,1,2023-05-09
Taiwan (Province of China),Extraction,196005.28,ton,Forestry,0.04,2,2023-05-11
New Zealand,Extraction,191077.0,metric_ton,Forestry,0.52,2,2023-05-16
Jamaica,Extraction,190458.45,ton,Forestry,0.11,3,2023-05-11
Iraq,Extraction,187397.33,ton,Forestry,0.02,6,2023-05-16
South Sudan,Extraction,185444.04,ton,Forestry,0.03,4,2023-05-25
Niue,Extraction,184206.14,ton,Forestry,0.05,0,2023-05-05
Lebanon,Extraction,178018.87,ton,Forestry,0.0499999999999999,4,2023-05-18
Georgia,Extraction,175218.0,metric_ton,Forestry,0.0499999999999999,12,2023-05-19
Mexico,Extraction,173107.0,metric_ton,Forestry,0.05,4,2023-05-12
Saudi Arabia,Extraction,163841.19,metric_ton,Minerals and mining,0.02,1,2023-05-11
Holy See (the),Extraction,143917.76,ton,Forestry,0.04,10,2023-05-29
Mayotte,Extraction,143515.0,metric_ton,Forestry,0.03,0,2023-05-15
French Guiana,Extraction,127248.0,metric_ton,Forestry,0.02,6,2023-05-28
Moldova (the Republic of),Extraction,126826.0,metric_ton,Forestry,0.01,2,2023-05-18
Lithuania,Extraction,122257.35,ton,Forestry,0.01,1,2023-05-03
Turks and Caicos Islands (the),Extraction,119434.5,metric_ton,Minerals and mining,0.06,11,2023-05-29
Andorra,Extraction,111573.75,ton,Forestry,0.14,3,2023-05-21
Bonaire Sint Eustatius and Saba,Extraction,106271.0,metric_ton,Forestry,0.06,9,2023-05-25
Albania,Extraction,104334.87,ton,Forestry,0.09,8,2023-05-23
French Polynesia,Extraction,102868.0,metric_ton,Forestry,0.05,4,2023-05-10
Lao People's Democratic Republic (the),Extraction,100413.0,ton,Minerals and mining,0.11,1,2023-05-02
Bouvet Island,Extraction,95843.76,ton,Forestry,0.08,4,2023-05-03
Madagascar,Extraction,86270.0,metric_ton,Forestry,0.03,8,2023-05-26
Angola,Extraction,82941.21,ton,Forestry,0.06,2,2023-05-02
British Indian Ocean Territory (the),Extraction,80846.0,metric_ton,Forestry,0.03,0,2023-05-03
Uzbekistan,Extraction,77212.5,ton,Forestry,0.12,0,2023-05-29
Morocco,Extraction,74343.18,ton,Forestry,0.05,0,2023-05-14
Northern Mariana Islands (the),Extraction,62567.0,metric_ton,Forestry,0.09,2,2023-05-13
Gabon,Extraction,57779.85,ton,Forestry,0.01,1,2023-05-06
Ukraine,Extraction,39915.0,metric_ton,Forestry,0.01,11,2023-05-22
Guam,Extraction,16081.62,ton,Forestry,0.1,3,2023-05-24
Burkina Faso,Extraction,12798.94,ton,Forestry,0.03,3,2023-05-20
Tunisia,Extraction,9172.0,metric_ton,Forestry,0.26,4,2023-05-18
Israel,Extraction,8663.06,ton,Forestry,0.05,2,2023-05-19
Oman,Extraction,8029.0,metric_ton,Forestry,0.08,10,2023-05-23
Belarus,Extraction,3438.11,ton,Forestry,0.08,12,2023-05-29
French Guiana,Electricity,13019767200000.0,joule,Energy,0.09,4,2023-05-11
Korea (the Republic of),Electricity,12493706400000.0,joule,Energy,0.01,2,2023-05-19
Antarctica,Electricity,11863461600000.0,joule,Energy,0.28,1,2023-05-09
Cabo Verde,Electricity,11566443600000.0,joule,Energy,0.11,1,2023-05-09
Albania,Electricity,10842872400000.0,joule,Energy,0.06,4,2023-05-25
Benin,Electricity,10720684800000.0,joule,Energy,0.09,12,2023-05-24
Vanuatu,Electricity,10628434800000.0,joule,Energy,0.17,13,2023-05-16
Paraguay,Electricity,10035954000000.0,joule,Energy,0.11,3,2023-05-21
Saint Pierre and Miquelon,Electricity,9936392400000.0,joule,Energy,0.03,0,2023-05-08
Congo (the),Electricity,9750592800000.0,joule,Energy,0.04,7,2023-05-18
Kenya,Electricity,9590187600000.0,joule,Energy,0.01,2,2023-05-15
Turks and Caicos Islands (the),Electricity,8459841600000.0,joule,Energy,0.02,12,2023-05-26
Singapore,Electricity,8045931600000.0,joule,Energy,0.1,5,2023-05-21
Chad,Electricity,7711189200000.0,joule,Energy,0.04,0,2023-05-06
Venezuela (Bolivarian Republic of),Electricity,6980810400000.0,joule,Energy,0.04,9,2023-05-18
Liberia,Electricity,5670334800000.0,joule,Energy,0.01,9,2023-05-24
Uruguay,Electricity,5326146000000.0,joule,Energy,0.04,5,2023-05-16
Bonaire Sint Eustatius and Saba,Electricity,5150772000000.0,joule,Energy,0.06,7,2023-05-25
Maldives,Electricity,4953430800000.0,joule,Energy,0.14,3,2023-05-18
Virgin Islands (British),Electricity,4641613200000.0,joule,Energy,0.05,2,2023-05-03
Ethiopia,Electricity,3580758000000.0,joule,Energy,0.04,4,2023-05-25
Azerbaijan,Electricity,3429676800000.0,joule,Energy,0.02,1,2023-05-23
Cuba,Electricity,3145708800000.0,joule,Energy,0.17,2,2023-05-15
Luxembourg,Electricity,2762456400000.0,joule,Energy,0.07,3,2023-05-11
New Caledonia,Electricity,2306257200000.0,joule,Energy,0.18,3,2023-05-05
Cyprus,Electricity,1927540800000.0,joule,Energy,0.03,5,2023-05-19
Netherlands (the),Electricity,1205128800000.0,joule,Energy,0.03,2,2023-05-14
French Southern Territories (the),Electricity,997930800000.0,joule,Energy,0.08,0,2023-05-07
Belgium,Electricity,833299200000.0,joule,Energy,0.02,2,2023-05-03
Gibraltar,Electricity,214581600000.0,joule,Energy,0.01,10,2023-05-26
Lebanon,Electricity,132984000000.0,joule,Energy,0.06,13,2023-05-20
Comoros (the),Electricity,9701440681.82,british_thermal_unit,Energy,0.04,1,2023-05-15
Holy See (the),Electricity,9369145903.16,british_thermal_unit,Energy,0.02,2,2023-05-15
Malaysia,Electricity,9091793421.39,british_thermal_unit,Energy,1.0,13,2023-05-19
Tajikistan,Electricity,8873030815.43,british_thermal_unit,Energy,0.1,2,2023-05-10
Botswana,Electricity,7789348432.69,british_thermal_unit,Energy,0.45,9,2023-05-21
Sint Maarten (Dutch part),Electricity,7459930089.02,british_thermal_unit,Energy,0.06,1,2023-05-14
Zimbabwe,Electricity,7443848667.75,british_thermal_unit,Energy,0.05,7,2023-05-24
Germany,Electricity,6156133892.42,british_thermal_unit,Energy,0.15,0,2023-05-13
Northern Mariana Islands (the),Electricity,5886308594.05,british_thermal_unit,Energy,0.09,0,2023-05-06
Guam,Electricity,5622359002.74,british_thermal_unit,Energy,0.02,0,2023-05-08
United Arab Emirates (the),Electricity,4561080738.84,british_thermal_unit,Energy,0.29,3,2023-05-06
Gabon,Electricity,3879491894.27,british_thermal_unit,Energy,0.0499999999999999,0,2023-05-04
Bangladesh,Electricity,3662489953.14,british_thermal_unit,Energy,0.01,3,2023-05-08
Guyana,Electricity,2854218543.85,british_thermal_unit,Energy,0.05,4,2023-05-06
Mexico,Electricity,2475354862.68,british_thermal_unit,Energy,0.09,2,2023-05-22
Curaçao,Electricity,1163666383.59,british_thermal_unit,Energy,0.1,1,2023-05-03
Nepal,Electricity,666722145.55,british_thermal_unit,Energy,0.13,11,2023-05-21
Angola,Electricity,519648625.29,british_thermal_unit,Energy,0.12,10,2023-05-28
Grenada,Electricity,281941811.62,british_thermal_unit,Energy,0.27,8,2023-05-18
Philippines (the),Electricity,158702097.33,british_thermal_unit,Energy,0.07,4,2023-05-27
Faroe Islands (the),Electricity,3474856.0,kilowatt_hour,Energy,0.02,4,2023-05-12
Iraq,Electricity,3453876.0,kilowatt_hour,Energy,0.1,0,2023-05-05
Iran (Islamic Republic of),Electricity,3225006.0,kilowatt_hour,Energy,0.16,11,2023-05-23
Lithuania,Electricity,3223873.0,kilowatt_hour,Energy,0.08,11,2023-05-29
Seychelles,Electricity,3210572.0,kilowatt_hour,Energy,0.04,4,2023-05-04
Samoa,Electricity,3175266.0,kilowatt_hour,Energy,0.01,4,2023-05-06
Palestine State of,Electricity,2650414.0,kilowatt_hour,Energy,0.09,1,2023-05-14
Mongolia,Electricity,2638551.0,kilowatt_hour,Energy,0.01,7,2023-05-28
British Indian Ocean Territory (the),Electricity,2374488.0,kilowatt_hour,Energy,0.0999999999999999,0,2023-05-11
Liechtenstein,Electricity,2212350.0,kilowatt_hour,Energy,0.15,1,2023-05-13
Eritrea,Electricity,2003123.0,kilowatt_hour,Energy,0.1200000000000001,2,2023-05-06
Rwanda,Electricity,1776855.0,kilowatt_hour,Energy,0.07,3,2023-05-13
Eswatini,Electricity,1758681.0,kilowatt_hour,Energy,0.09,3,2023-05-09
Guatemala,Electricity,1464407.0,kilowatt_hour,Energy,0.12,4,2023-05-06
Pitcairn,Electricity,1393776.0,kilowatt_hour,Energy,0.14,2,2023-05-14
Brazil,Electricity,1393009.0,kilowatt_hour,Energy,0.1,10,2023-05-19
United States Minor Outlying Islands (the),Electricity,1254628.0,kilowatt_hour,Energy,0.03,10,2023-05-16
Heard Island and McDonald Islands,Electricity,1110399.0,kilowatt_hour,Energy,0.13,13,2023-05-28
Réunion,Electricity,1052568.0,kilowatt_hour,Energy,0.09,3,2023-05-15
Mali,Electricity,1049686.0,kilowatt_hour,Energy,0.04,7,2023-05-25
Jersey,Electricity,827791.0,kilowatt_hour,Energy,0.03,4,2023-05-02
Slovenia,Electricity,755509.0,kilowatt_hour,Energy,0.09,2,2023-05-02
Indonesia,Electricity,432699.0,kilowatt_hour,Energy,0.4,9,2023-05-24
Mozambique,Electricity,127530.0,kilowatt_hour,Energy,0.03,1,2023-05-24
Gabon,Crude oil,4051002000.0,cubic_centimeter,Energy,0.11,11,2023-05-19
United Kingdom of Great Britain and Northern Ireland (the),Crude oil,3995571000.0,cubic_centimeter,Energy,0.01,3,2023-05-03
South Sudan,Crude oil,3911730000.0,milliliter,Energy,0.02,0,2023-05-07
Mexico,Crude oil,3659421000.0,milliliter,Energy,0.06,10,2023-05-24
Georgia,Crude oil,3508504000.0,cubic_centimeter,Energy,0.06,4,2023-05-12
Palestine State of,Crude oil,2872989000.0,milliliter,Energy,0.06,3,2023-05-08
Sierra Leone,Crude oil,2868249000.0,milliliter,Energy,0.04,2,2023-05-24
Kenya,Crude oil,2857379000.0,cubic_centimeter,Energy,0.12,3,2023-05-02
Åland Islands,Crude oil,2760393000.0,cubic_centimeter,Energy,0.04,4,2023-05-12
United States of America (the),Crude oil,2484873000.0,milliliter,Energy,0.06,4,2023-05-11
China,Crude oil,2430744000.0,milliliter,Energy,0.09,1,2023-05-06
Ecuador,Crude oil,2230212000.0,milliliter,Energy,0.07,10,2023-05-22
British Indian Ocean Territory (the),Crude oil,1900104000.0,milliliter,Energy,0.03,4,2023-05-08
Palau,Crude oil,1881008000.0,milliliter,Energy,0.05,1,2023-05-15
Equatorial Guinea,Crude oil,1849841000.0,cubic_centimeter,Energy,0.1500000000000001,9,2023-05-16
Hungary,Crude oil,1458853000.0,cubic_centimeter,Energy,0.08,12,2023-05-23
Seychelles,Crude oil,1270465000.0,milliliter,Energy,0.01,12,2023-05-24
Turks and Caicos Islands (the),Crude oil,1220752000.0,milliliter,Energy,0.03,1,2023-05-11
Tunisia,Crude oil,474913000.0,cubic_centimeter,Energy,0.06,2,2023-05-10
Romania,Crude oil,349268000.0,milliliter,Energy,0.04,1,2023-05-14
Montserrat,Crude oil,302621000.0,milliliter,Energy,0.1,0,2023-05-08
Mauritius,Crude oil,300659000.0,cubic_centimeter,Energy,0.21,1,2023-05-02
Guernsey,Crude oil,264671000.0,milliliter,Energy,0.15,3,2023-05-10
Nigeria,Crude oil,220531000.0,cubic_centimeter,Energy,0.06,2,2023-05-06
Argentina,Crude oil,103403000.0,cubic_centimeter,Energy,0.02,1,2023-05-06
Paraguay,Crude oil,8773071.44,pint,Energy,0.01,7,2023-05-27
French Guiana,Crude oil,5344268.25,pint,Energy,0.09,0,2023-05-09
Jordan,Crude oil,4385382.87,quart,Energy,0.18,2,2023-05-11
Réunion,Crude oil,3599127.0,liter,Energy,0.02,1,2023-05-10
Azerbaijan,Crude oil,3262834.0,liter,Energy,0.07,1,2023-05-15
Iran (Islamic Republic of),Crude oil,3167467.29,quart,Energy,0.17,12,2023-05-22
Lao People's Democratic Republic (the),Crude oil,3002543.0,liter,Energy,0.01,2,2023-05-14
Saudi Arabia,Crude oil,2821898.54,pint,Energy,0.09,12,2023-05-24
Mauritania,Crude oil,2647747.87,pint,Energy,0.02,8,2023-05-29
Saint Pierre and Miquelon,Crude oil,2566597.39,quart,Energy,0.03,1,2023-05-06
Virgin Islands (U.S.),Crude oil,2418490.0,liter,Energy,0.08,4,2023-05-15
Macao,Crude oil,2095805.81,pint,Energy,0.16,7,2023-05-27
American Samoa,Crude oil,2089393.0,liter,Energy,0.1,4,2023-05-12
Czechia,Crude oil,2059797.04,quart,Energy,0.26,10,2023-05-29
Gibraltar,Crude oil,1972795.0,liter,Energy,0.08,1,2023-05-16
Christmas Island,Crude oil,1851594.0,liter,Energy,0.08,9,2023-05-21
Vanuatu,Crude oil,1215415.0,liter,Energy,0.05,4,2023-05-10
Kuwait,Crude oil,1132780.33,gallon,Energy,0.06,1,2023-05-06
Liechtenstein,Crude oil,1066659.38,gallon,Energy,0.08,4,2023-05-08
Solomon Islands,Crude oil,1044727.03,gallon,Energy,0.12,6,2023-05-23
Congo (the),Crude oil,810147.0,quart,Energy,0.07,2,2023-05-13
United States Minor Outlying Islands (the),Crude oil,786200.86,gallon,Energy,0.09,5,2023-05-29
Benin,Crude oil,782145.55,gallon,Energy,0.03,1,2023-05-06
Jamaica,Crude oil,736427.68,gallon,Energy,0.01,1,2023-05-08
Norway,Crude oil,735732.0,liter,Energy,0.08,4,2023-05-14
Antigua and Barbuda,Crude oil,663529.4,gallon,Energy,0.01,0,2023-05-26
Mongolia,Crude oil,636185.48,pint,Energy,0.09,13,2023-05-26
Togo,Crude oil,627278.39,gallon,Energy,1.0,3,2023-05-06
Bermuda,Crude oil,572325.58,pint,Energy,0.01,3,2023-05-17
Thailand,Crude oil,572094.17,gallon,Energy,0.0999999999999999,4,2023-05-06
Dominica,Crude oil,562534.0,liter,Energy,0.15,3,2023-05-20
Lebanon,Crude oil,549207.0,liter,Energy,0.07,4,2023-05-07
Poland,Crude oil,260401.79,pint,Energy,0.09,0,2023-05-24
Cambodia,Crude oil,112180.22,cubic_foot,Energy,0.07,1,2023-05-06
Comoros (the),Crude oil,89614.6,cubic_foot,Energy,0.01,0,2023-05-09
Uzbekistan,Crude oil,78293.32,cubic_foot,Energy,0.13,3,2023-05-07
Puerto Rico,Crude oil,57444.6,cubic_foot,Energy,0.02,7,2023-05-17
Martinique,Crude oil,55128.81,cubic_foot,Energy,0.1,12,2023-05-20
Morocco,Crude oil,45706.57,cubic_foot,Energy,0.08,6,2023-05-26
Algeria,Crude oil,505.46,cubic_foot,Energy,0.36,2,2023-05-05
Haiti,Coal,226252781340.74,gram,Minerals and mining,1.0,1,2023-05-05
Dominica,Coal,179861168106.62,gram,Minerals and mining,0.07,2,2023-05-04
Kuwait,Coal,179833952564.42,gram,Minerals and mining,0.15,6,2023-05-17
Réunion,Coal,169321495797.3,gram,Minerals and mining,0.01,5,2023-05-24
Congo (the Democratic Republic of the),Coal,160605264815.38,gram,Minerals and mining,0.08,2,2023-05-05
Puerto Rico,Coal,122692200161.3,gram,Minerals and mining,0.08,4,2023-05-07
Argentina,Coal,87161402634.46,gram,Minerals and mining,0.14,3,2023-05-26
Sri Lanka,Coal,8697632000.0,ounce,Minerals and mining,0.01,4,2023-05-14
Namibia,Coal,8649099311.16,gram,Minerals and mining,0.23,9,2023-05-21
Jersey,Coal,8596800000.0,ounce,Minerals and mining,0.05,3,2023-05-20
